run_id,seed,num_nodes,num_edges,qaoa_success,qaoa_fallback,qaoa_repair,classical_success,qaoa_difficulty,classical_difficulty,approx_ratio,qaoa_time,classical_time,speedup_factor,path_match
39,1743264626,10,20,True,False,True,True,11.37480983672356,11.37480983672356,1.0,34.680938959121704,1.9073486328125e-05,1818280.0125,True
40,1743264662,10,20,True,True,False,True,21.23454321655142,21.23454321655142,1.0,35.6636848449707,1.1205673217773438e-05,3182645.4468085105,True
41,1743264698,10,20,True,True,False,True,14.615825719988997,14.615825719988997,1.0,35.564205169677734,7.867813110351562e-06,4520214.787878788,True
42,1743264735,10,20,True,True,False,True,19.727160912580356,19.727160912580356,1.0,41.327176094055176,1.0013580322265625e-05,4127112.8571428573,True
43,1743264777,10,20,True,False,True,True,16.996238552617612,16.996238552617612,1.0,40.01438307762146,1.5020370483398438e-05,2664007.73015873,True
44,1743264818,10,20,True,False,True,True,15.718414080809048,15.718414080809048,1.0,43.093345165252686,2.002716064453125e-05,2151745.119047619,True
45,1743264862,10,20,True,False,True,True,8.362103485585473,8.362103485585473,1.0,36.706093072891235,1.4781951904296875e-05,2483169.564516129,True
46,1743264900,10,20,True,True,False,True,8.98024419024705,8.98024419024705,1.0,28.231966972351074,7.867813110351562e-06,3588286.4242424243,True
47,1743264929,10,20,True,True,False,True,13.785836864390118,13.785836864390118,1.0,31.92594313621521,1.8835067749023438e-05,1695026.7215189873,True
48,1743264962,10,20,True,False,True,True,9.50438312410935,9.50438312410935,1.0,31.632549047470093,1.4066696166992188e-05,2248754.694915254,True
49,1743264995,10,20,True,False,False,True,19.049381483263087,11.916492092743772,0.6255579533232447,31.42919898033142,2.09808349609375e-05,1497995.625,False
